开奖日期,期号,红球1,红球2,红球3,红球4,红球5,红球6,蓝球,销售额,原始号码
2015-01-11,2015005,07,10,16,17,18,32,15,434233966,"07,10,16,17,18,32+15"
2015-01-13,2015006,01,10,11,29,31,33,13,381704996,"01,10,11,29,31,33+13"
2015-01-15,2015007,01,07,09,17,20,33,08,396557494,"01,07,09,17,20,33+08"
2015-01-18,2015008,04,07,10,16,20,22,03,441162104,"04,07,10,16,20,22+03"
2015-01-20,2015009,04,07,14,17,21,25,14,406130598,"04,07,14,17,21,25+14"
2015-01-22,2015010,01,02,03,08,21,31,09,408876968,"01,02,03,08,21,31+09"
2015-01-25,2015011,04,14,15,17,18,20,15,448888738,"04,14,15,17,18,20+15"
2015-01-27,2015012,03,05,22,23,29,31,06,370574586,"03,05,22,23,29,31+06"
2015-01-29,2015013,08,09,24,25,26,29,01,371312910,"08,09,24,25,26,29+01"
2015-02-01,2015014,02,12,16,19,27,30,11,413004748,"02,12,16,19,27,30+11"
2015-02-03,2015015,01,07,20,24,25,33,04,369504840,"01,07,20,24,25,33+04"
2015-02-05,2015016,02,06,10,15,17,31,13,370190678,"02,06,10,15,17,31+13"
2015-02-08,2015017,13,18,20,25,27,33,12,405548808,"13,18,20,25,27,33+12"
2015-02-10,2015018,06,09,12,14,28,29,09,356589678,"06,09,12,14,28,29+09"
2015-02-12,2015019,02,06,11,19,25,26,04,363865754,"02,06,11,19,25,26+04"
2015-02-15,2015020,01,04,07,19,22,23,04,404738304,"01,04,07,19,22,23+04"
2015-02-17,2015021,14,15,16,17,27,28,08,369500210,"14,15,16,17,27,28+08"
2015-02-26,2015022,04,07,10,16,23,25,10,428626486,"04,07,10,16,23,25+10"
2015-03-01,2015023,08,09,10,13,29,30,01,371421794,"08,09,10,13,29,30+01"
2015-03-03,2015024,09,11,16,18,23,24,10,297320432,"09,11,16,18,23,24+10"
2015-03-05,2015025,10,11,12,15,27,32,14,301966294,"10,11,12,15,27,32+14"
2015-03-08,2015026,02,13,17,21,22,33,13,346132854,"02,13,17,21,22,33+13"
2015-03-10,2015027,05,07,09,16,26,29,07,313056664,"05,07,09,16,26,29+07"
2015-03-12,2015028,04,07,10,26,27,28,14,318360502,"04,07,10,26,27,28+14"
2015-03-15,2015029,07,14,15,19,21,28,07,350574266,"07,14,15,19,21,28+07"
2015-03-17,2015030,08,11,14,15,16,26,07,313853770,"08,11,14,15,16,26+07"
2015-03-19,2015031,01,05,07,22,26,32,11,322648288,"01,05,07,22,26,32+11"
2015-03-22,2015032,11,14,16,18,29,32,16,356881788,"11,14,16,18,29,32+16"
2015-03-24,2015033,03,06,21,29,31,32,05,316147976,"03,06,21,29,31,32+05"
2015-03-26,2015034,12,13,17,18,20,27,13,319035578,"12,13,17,18,20,27+13"
2015-03-29,2015035,01,08,09,22,24,33,03,354232116,"01,08,09,22,24,33+03"
2015-03-31,2015036,04,06,16,17,26,33,03,314978372,"04,06,16,17,26,33+03"
2015-04-02,2015037,05,07,12,18,28,31,03,311121894,"05,07,12,18,28,31+03"
2015-04-05,2015038,05,06,11,12,14,33,14,330881502,"05,06,11,12,14,33+14"
2015-04-07,2015039,01,13,15,26,29,30,12,304495842,"01,13,15,26,29,30+12"
2015-04-09,2015040,13,16,18,27,30,32,16,320385120,"13,16,18,27,30,32+16"
2015-04-12,2015041,04,09,11,17,21,25,06,355451862,"04,09,11,17,21,25+06"
2015-04-14,2015042,09,10,19,21,23,32,08,328582874,"09,10,19,21,23,32+08"
2015-04-16,2015043,11,12,15,24,26,27,15,333265010,"11,12,15,24,26,27+15"
2015-04-19,2015044,02,03,04,13,14,16,02,361973072,"02,03,04,13,14,16+02"
2015-04-21,2015045,01,05,13,22,30,31,07,317791860,"01,05,13,22,30,31+07"
2015-04-23,2015046,05,07,10,14,23,31,01,324849386,"05,07,10,14,23,31+01"
2015-04-26,2015047,02,03,20,24,26,27,09,353219880,"02,03,20,24,26,27+09"
2015-04-28,2015048,13,16,17,22,25,27,10,314318648,"13,16,17,22,25,27+10"
2015-04-30,2015049,07,12,14,17,20,23,05,304091626,"07,12,14,17,20,23+05"
2015-05-03,2015050,03,09,12,16,17,31,04,330490908,"03,09,12,16,17,31+04"
2015-05-05,2015051,04,10,24,26,28,32,09,311895918,"04,10,24,26,28,32+09"
2015-05-07,2015052,02,04,11,16,25,26,12,312855530,"02,04,11,16,25,26+12"
2015-05-10,2015053,03,07,17,22,32,33,10,337772948,"03,07,17,22,32,33+10"
2015-05-12,2015054,01,02,07,10,22,26,07,305342532,"01,02,07,10,22,26+07"
2015-05-14,2015055,01,10,15,18,19,28,02,308523870,"01,10,15,18,19,28+02"
2015-05-17,2015056,01,07,08,16,18,20,14,333455694,"01,07,08,16,18,20+14"
2015-05-19,2015057,09,20,24,25,26,32,04,298048220,"09,20,24,25,26,32+04"
2015-05-21,2015058,02,09,10,18,19,20,15,302422308,"02,09,10,18,19,20+15"
2015-05-24,2015059,02,06,09,16,25,32,14,327035284,"02,06,09,16,25,32+14"
2015-05-26,2015060,01,03,18,27,31,32,13,294398362,"01,03,18,27,31,32+13"
2015-05-28,2015061,06,18,22,26,32,33,04,300873544,"06,18,22,26,32,33+04"
2015-05-31,2015062,09,14,15,18,21,26,16,323470788,"09,14,15,18,21,26+16"
2015-06-02,2015063,01,07,09,16,22,32,12,291740962,"01,07,09,16,22,32+12"
2015-06-04,2015064,11,12,14,17,23,27,01,298850352,"11,12,14,17,23,27+01"
2015-06-07,2015065,08,10,14,19,26,29,12,326011866,"08,10,14,19,26,29+12"
2015-06-09,2015066,05,08,11,17,24,28,16,295073100,"05,08,11,17,24,28+16"
2015-06-11,2015067,02,05,08,24,25,31,14,296388770,"02,05,08,24,25,31+14"
2015-06-14,2015068,06,15,18,21,26,27,10,326767662,"06,15,18,21,26,27+10"
2015-06-16,2015069,01,13,17,18,23,30,15,292089158,"01,13,17,18,23,30+15"
2015-06-18,2015070,01,07,13,19,21,29,15,294607168,"01,07,13,19,21,29+15"
2015-06-21,2015071,08,18,20,28,29,31,08,308073950,"08,18,20,28,29,31+08"
2015-06-23,2015072,01,03,05,20,21,31,05,293363242,"01,03,05,20,21,31+05"
2015-06-25,2015073,01,02,17,22,26,27,04,293054328,"01,02,17,22,26,27+04"
2015-06-28,2015074,04,07,21,25,26,29,08,320107256,"04,07,21,25,26,29+08"
2015-06-30,2015075,06,11,13,19,21,32,04,292719690,"06,11,13,19,21,32+04"
2015-07-02,2015076,01,09,10,19,23,27,09,294088268,"01,09,10,19,23,27+09"
2015-07-05,2015077,01,06,08,10,13,27,16,324775100,"01,06,08,10,13,27+16"
2015-07-07,2015078,03,07,20,22,26,29,02,291936416,"03,07,20,22,26,29+02"
2015-07-09,2015079,09,14,15,20,26,32,11,291775556,"09,14,15,20,26,32+11"
2015-07-12,2015080,14,17,25,27,28,30,02,314150596,"14,17,25,27,28,30+02"
2015-07-14,2015081,13,20,22,26,28,31,13,278500218,"13,20,22,26,28,31+13"
2015-07-16,2015082,02,08,09,14,28,30,07,288017344,"02,08,09,14,28,30+07"
2015-07-19,2015083,06,07,16,18,29,32,05,315704384,"06,07,16,18,29,32+05"
2015-07-21,2015084,15,18,20,22,28,29,15,281884996,"15,18,20,22,28,29+15"
2015-07-23,2015085,02,08,25,27,28,29,05,285325214,"02,08,25,27,28,29+05"
2015-07-26,2015086,05,06,08,16,18,22,12,308129834,"05,06,08,16,18,22+12"
2015-07-28,2015087,09,15,16,19,20,28,11,280174514,"09,15,16,19,20,28+11"
2015-07-30,2015088,02,12,20,24,29,31,09,287667610,"02,12,20,24,29,31+09"
2015-08-02,2015089,12,14,19,27,28,29,01,311873350,"12,14,19,27,28,29+01"
2015-08-04,2015090,10,12,14,22,25,33,15,282983042,"10,12,14,22,25,33+15"
2015-08-06,2015091,05,07,17,19,22,31,11,285818388,"05,07,17,19,22,31+11"
2015-08-09,2015092,09,15,19,21,26,27,01,318089362,"09,15,19,21,26,27+01"
2015-08-11,2015093,01,03,13,21,25,31,08,292493392,"01,03,13,21,25,31+08"
2015-08-13,2015094,01,04,06,13,16,17,10,295713760,"01,04,06,13,16,17+10"
2015-08-16,2015095,04,15,21,28,30,31,04,325059832,"04,15,21,28,30,31+04"
2015-08-18,2015096,06,16,17,23,24,31,07,294260644,"06,16,17,23,24,31+07"
2015-08-20,2015097,09,12,14,20,26,27,04,298570222,"09,12,14,20,26,27+04"
2015-08-23,2015098,06,09,13,26,27,33,01,329104206,"06,09,13,26,27,33+01"
2015-08-25,2015099,06,07,10,11,14,22,09,297598058,"06,07,10,11,14,22+09"
2015-08-27,2015100,02,03,11,17,19,21,08,302573068,"02,03,11,17,19,21+08"
2015-08-30,2015101,08,16,22,24,28,29,05,333057658,"08,16,22,24,28,29+05"
2015-09-01,2015102,07,09,12,14,21,23,06,300065068,"07,09,12,14,21,23+06"
2015-09-03,2015103,06,08,13,26,30,32,14,284270680,"06,08,13,26,30,32+14"
2015-09-06,2015104,09,18,21,23,25,26,01,332604432,"09,18,21,23,25,26+01"
2015-09-08,2015105,09,10,16,19,20,26,12,304229202,"09,10,16,19,20,26+12"
2015-09-10,2015106,01,03,04,23,31,32,13,305793682,"01,03,04,23,31,32+13"
2015-09-13,2015107,07,14,16,18,21,25,08,337547646,"07,14,16,18,21,25+08"
2015-09-15,2015108,02,12,19,22,24,27,15,309769258,"02,12,19,22,24,27+15"
2015-09-17,2015109,01,08,09,16,32,33,13,317531670,"01,08,09,16,32,33+13"
2015-09-20,2015110,05,07,16,17,22,23,04,340689020,"05,07,16,17,22,23+04"
2015-09-22,2015111,08,14,16,18,20,30,12,307364620,"08,14,16,18,20,30+12"
2015-09-24,2015112,01,03,10,19,20,27,11,306859802,"01,03,10,19,20,27+11"
2015-09-27,2015113,01,05,07,08,19,27,12,337101348,"01,05,07,08,19,27+12"
2015-09-29,2015114,04,07,09,13,21,26,01,297013542,"04,07,09,13,21,26+01"
2015-10-01,2015115,01,07,08,14,24,32,03,275624372,"01,07,08,14,24,32+03"
2015-10-04,2015116,04,06,15,23,26,28,11,298345670,"04,06,15,23,26,28+11"
2015-10-06,2015117,04,11,12,18,26,32,12,276307776,"04,11,12,18,26,32+12"
2015-10-08,2015118,01,04,11,21,23,31,12,302094780,"01,04,11,21,23,31+12"
2015-10-11,2015119,02,08,10,18,23,31,08,336177996,"02,08,10,18,23,31+08"
2015-10-13,2015120,16,21,24,26,27,29,16,306978816,"16,21,24,26,27,29+16"
2015-10-15,2015121,01,03,20,21,28,29,12,311696404,"01,03,20,21,28,29+12"
2015-10-18,2015122,05,07,11,16,22,25,07,340964698,"05,07,11,16,22,25+07"
2015-10-20,2015123,05,08,09,12,22,28,07,312976520,"05,08,09,12,22,28+07"
2015-10-22,2015124,02,03,05,12,18,27,01,314656346,"02,03,05,12,18,27+01"
2015-10-25,2015125,05,13,22,27,30,33,10,342693238,"05,13,22,27,30,33+10"
2015-10-27,2015126,10,11,15,20,23,29,12,321292184,"10,11,15,20,23,29+12"
2015-10-29,2015127,07,10,19,22,27,33,06,323385694,"07,10,19,22,27,33+06"
2015-11-01,2015128,01,03,08,11,22,28,06,353929358,"01,03,08,11,22,28+06"
2015-11-03,2015129,05,08,11,16,18,27,04,330274852,"05,08,11,16,18,27+04"
2015-11-05,2015130,06,14,15,16,17,22,10,329910968,"06,14,15,16,17,22+10"
2015-11-08,2015131,10,12,13,19,22,26,03,352871146,"10,12,13,19,22,26+03"
2015-11-10,2015132,03,05,11,28,30,33,01,324697916,"03,05,11,28,30,33+01"
2015-11-12,2015133,02,03,13,20,22,24,15,318320120,"02,03,13,20,22,24+15"
2015-11-15,2015134,02,05,14,19,27,31,04,359304970,"02,05,14,19,27,31+04"
2015-11-17,2015135,01,12,14,18,26,32,07,323653256,"01,12,14,18,26,32+07"
2015-11-19,2015136,02,05,12,23,28,29,01,332169672,"02,05,12,23,28,29+01"
2015-11-22,2015137,14,22,23,27,28,31,12,357991902,"14,22,23,27,28,31+12"
2015-11-24,2015138,01,02,08,16,19,24,11,317036346,"01,02,08,16,19,24+11"
2015-11-26,2015139,01,10,13,18,25,27,09,323569236,"01,10,13,18,25,27+09"
2015-11-29,2015140,06,20,28,29,30,31,12,363959858,"06,20,28,29,30,31+12"
2015-12-01,2015141,03,08,19,25,27,28,02,329544366,"03,08,19,25,27,28+02"
2015-12-03,2015142,13,17,19,20,22,25,11,326956020,"13,17,19,20,22,25+11"
2015-12-06,2015143,13,15,19,20,21,32,04,363104978,"13,15,19,20,21,32+04"
2015-12-08,2015144,01,04,07,15,28,32,16,330530758,"01,04,07,15,28,32+16"
2015-12-10,2015145,07,08,15,19,20,24,13,327973844,"07,08,15,19,20,24+13"
2015-12-13,2015146,16,17,21,28,30,32,15,368273034,"16,17,21,28,30,32+15"
2015-12-15,2015147,08,09,16,23,24,30,05,331495570,"08,09,16,23,24,30+05"
2015-12-17,2015148,09,13,14,22,26,27,07,330278892,"09,13,14,22,26,27+07"
2015-12-20,2015149,09,10,20,21,22,33,09,368458204,"09,10,20,21,22,33+09"
2015-12-22,2015150,01,03,08,11,29,31,13,333813118,"01,03,08,11,29,31+13"
2015-12-24,2015151,05,06,08,23,31,32,11,350309390,"05,06,08,23,31,32+11"
2015-12-27,2015152,11,18,19,21,29,32,12,392322240,"11,18,19,21,29,32+12"
2015-12-29,2015153,08,11,15,22,27,29,03,348341018,"08,11,15,22,27,29+03"
2015-12-31,2015154,07,09,11,15,18,25,07,364605498,"07,09,11,15,18,25+07"
2016-01-03,2016001,06,13,16,18,20,22,13,388445976,"06,13,16,18,20,22+13"
2016-01-05,2016002,09,14,17,20,24,30,16,343096096,"09,14,17,20,24,30+16"
2016-01-07,2016003,01,10,14,23,26,28,01,351825302,"01,10,14,23,26,28+01"
2016-01-10,2016004,08,10,17,22,25,33,12,376467244,"08,10,17,22,25,33+12"
2016-01-12,2016005,11,14,18,20,31,33,14,347622842,"11,14,18,20,31,33+14"
2016-01-14,2016006,13,16,18,20,28,31,12,357519610,"13,16,18,20,28,31+12"
2016-01-17,2016007,05,12,14,20,27,29,06,398316866,"05,12,14,20,27,29+06"
2016-01-19,2016008,02,15,24,29,32,33,02,355411856,"02,15,24,29,32,33+02"
2016-01-21,2016009,10,14,24,25,27,32,04,341116278,"10,14,24,25,27,32+04"
2016-01-24,2016010,02,04,12,14,19,25,06,359088730,"02,04,12,14,19,25+06"
2016-01-26,2016011,03,08,10,15,22,29,12,332990472,"03,08,10,15,22,29+12"
2016-01-28,2016012,07,12,14,16,27,32,15,336562836,"07,12,14,16,27,32+15"
2016-01-31,2016013,07,12,21,22,26,31,01,370420948,"07,12,21,22,26,31+01"
2016-02-02,2016014,02,08,10,18,20,27,07,321027466,"02,08,10,18,20,27+07"
2016-02-04,2016015,01,02,14,22,25,26,07,346224370,"01,02,14,22,25,26+07"
2016-02-14,2016016,01,20,22,24,25,26,16,316931514,"01,20,22,24,25,26+16"
2016-02-16,2016017,05,06,08,20,22,30,05,293890064,"05,06,08,20,22,30+05"
2016-02-18,2016018,12,13,14,17,21,25,04,316712952,"12,13,14,17,21,25+04"
2016-02-21,2016019,06,13,16,17,23,30,10,354746834,"06,13,16,17,23,30+10"
2016-02-23,2016020,01,02,10,12,22,24,10,317041006,"01,02,10,12,22,24+10"
2016-02-25,2016021,09,11,13,22,24,26,05,330776764,"09,11,13,22,24,26+05"
2016-02-28,2016022,04,09,19,22,23,30,07,370206784,"04,09,19,22,23,30+07"
2016-03-01,2016023,03,06,10,19,25,29,07,337590682,"03,06,10,19,25,29+07"
2016-03-03,2016024,02,05,07,14,18,31,13,344808140,"02,05,07,14,18,31+13"
2016-03-06,2016025,04,11,12,17,24,30,12,379126514,"04,11,12,17,24,30+12"
2016-03-08,2016026,04,09,12,28,30,33,01,329158276,"04,09,12,28,30,33+01"
2016-03-10,2016027,11,13,15,17,19,31,05,337818690,"11,13,15,17,19,31+05"
2016-03-13,2016028,06,08,12,21,25,29,01,370238316,"06,08,12,21,25,29+01"
2016-03-15,2016029,12,15,18,20,21,27,15,347727124,"12,15,18,20,21,27+15"
2016-03-17,2016030,10,14,19,22,25,29,12,351985986,"10,14,19,22,25,29+12"
2016-03-20,2016031,03,08,10,19,26,33,03,385818800,"03,08,10,19,26,33+03"
2016-03-22,2016032,08,12,14,15,21,27,15,339342300,"08,12,14,15,21,27+15"
2016-03-24,2016033,06,17,18,20,27,29,15,338637474,"06,17,18,20,27,29+15"
2016-03-27,2016034,03,15,21,22,23,28,15,380415644,"03,15,21,22,23,28+15"
2016-03-29,2016035,04,13,19,20,26,29,11,343407218,"04,13,19,20,26,29+11"
2016-03-31,2016036,03,04,07,09,20,22,03,348368584,"03,04,07,09,20,22+03"
2016-04-03,2016037,06,15,26,31,32,33,16,350165940,"06,15,26,31,32,33+16"
2016-04-05,2016038,03,12,13,22,28,29,03,325081790,"03,12,13,22,28,29+03"
2016-04-07,2016039,01,03,07,18,19,27,16,335090614,"01,03,07,18,19,27+16"
2016-04-10,2016040,03,13,19,20,23,26,03,365246422,"03,13,19,20,23,26+03"
2016-04-12,2016041,12,17,18,21,22,24,04,330501352,"12,17,18,21,22,24+04"
2016-04-14,2016042,07,14,17,23,26,31,09,334864386,"07,14,17,23,26,31+09"
2016-04-17,2016043,05,14,20,26,30,33,12,364494720,"05,14,20,26,30,33+12"
2016-04-19,2016044,01,03,10,12,18,30,01,335979238,"01,03,10,12,18,30+01"
2016-04-21,2016045,04,09,12,17,30,32,03,336323174,"04,09,12,17,30,32+03"
2016-04-24,2016046,07,20,25,26,27,30,14,364459490,"07,20,25,26,27,30+14"
2016-04-26,2016047,02,05,08,15,17,22,16,324937604,"02,05,08,15,17,22+16"
2016-04-28,2016048,03,08,13,14,15,30,04,329538828,"03,08,13,14,15,30+04"
2016-05-01,2016049,06,08,13,14,22,27,10,330279014,"06,08,13,14,22,27+10"
2016-05-03,2016050,09,12,24,28,29,30,02,308889140,"09,12,24,28,29,30+02"
2016-05-05,2016051,01,02,04,09,15,33,12,324257380,"01,02,04,09,15,33+12"
2016-05-08,2016052,01,06,13,19,24,28,16,353216208,"01,06,13,19,24,28+16"
2016-05-10,2016053,02,08,10,12,29,31,01,320149454,"02,08,10,12,29,31+01"
2016-05-12,2016054,06,11,16,19,28,32,04,324349586,"06,11,16,19,28,32+04"
2016-05-15,2016055,05,06,10,16,22,26,11,350383284,"05,06,10,16,22,26+11"
2016-05-17,2016056,03,04,08,11,16,18,14,326490562,"03,04,08,11,16,18+14"
2016-05-19,2016057,07,12,19,22,23,26,11,325499780,"07,12,19,22,23,26+11"
2016-05-22,2016058,03,05,18,20,24,32,11,357296334,"03,05,18,20,24,32+11"
2016-05-24,2016059,04,11,12,20,25,28,15,322601954,"04,11,12,20,25,28+15"
2016-05-26,2016060,04,05,22,26,29,32,08,320540202,"04,05,22,26,29,32+08"
2016-05-29,2016061,05,06,08,18,20,32,08,340147518,"05,06,08,18,20,32+08"
2016-05-31,2016062,12,13,15,18,19,21,09,305198008,"12,13,15,18,19,21+09"
2016-06-02,2016063,16,17,18,23,28,32,07,304409952,"16,17,18,23,28,32+07"
2016-06-05,2016064,03,12,14,17,19,26,03,332534594,"03,12,14,17,19,26+03"
2016-06-07,2016065,13,16,22,25,26,27,14,298326848,"13,16,22,25,26,27+14"
2016-06-09,2016066,03,07,13,18,19,20,05,275334312,"03,07,13,18,19,20+05"
2016-06-12,2016067,09,13,18,20,27,31,04,327487486,"09,13,18,20,27,31+04"
2016-06-14,2016068,08,19,23,28,31,32,01,295768168,"08,19,23,28,31,32+01"
2016-06-16,2016069,08,10,11,20,21,27,11,300232584,"08,10,11,20,21,27+11"
2016-06-19,2016070,03,06,11,18,23,29,01,326894102,"03,06,11,18,23,29+01"
2016-06-21,2016071,19,21,26,28,29,32,01,293734448,"19,21,26,28,29,32+01"
2016-06-23,2016072,05,16,19,22,24,25,02,290670126,"05,16,19,22,24,25+02"
2016-06-26,2016073,09,11,12,15,16,20,13,327032018,"09,11,12,15,16,20+13"
2016-06-28,2016074,06,10,11,12,20,25,12,297584738,"06,10,11,12,20,25+12"
2016-06-30,2016075,01,03,06,16,29,32,07,295574016,"01,03,06,16,29,32+07"
2016-07-03,2016076,07,08,13,22,30,32,01,331977974,"07,08,13,22,30,32+01"
2016-07-05,2016077,01,09,17,19,20,29,10,294629008,"01,09,17,19,20,29+10"
2016-07-07,2016078,02,04,08,23,26,29,02,296681554,"02,04,08,23,26,29+02"
2016-07-10,2016079,01,03,10,12,24,28,02,322821956,"01,03,10,12,24,28+02"
2016-07-12,2016080,01,16,17,24,25,32,14,288372472,"01,16,17,24,25,32+14"
2016-07-14,2016081,02,06,15,25,30,32,07,288505018,"02,06,15,25,30,32+07"
2016-07-17,2016082,06,12,14,15,17,20,09,323658370,"06,12,14,15,17,20+09"
2016-07-19,2016083,09,16,17,24,30,31,04,291921542,"09,16,17,24,30,31+04"
2016-07-21,2016084,02,04,12,18,24,26,05,288778286,"02,04,12,18,24,26+05"
2016-07-24,2016085,01,12,19,20,21,25,16,319888112,"01,12,19,20,21,25+16"
2016-07-26,2016086,09,10,11,12,15,32,05,286788850,"09,10,11,12,15,32+05"
2016-07-28,2016087,02,03,10,11,14,21,12,288396896,"02,03,10,11,14,21+12"
2016-07-31,2016088,03,14,16,18,25,33,15,320354148,"03,14,16,18,25,33+15"
2016-08-02,2016089,01,03,14,30,31,32,08,288232376,"01,03,14,30,31,32+08"
2016-08-04,2016090,02,13,17,20,21,26,07,294008068,"02,13,17,20,21,26+07"
2016-08-07,2016091,04,08,14,22,23,28,07,329710234,"04,08,14,22,23,28+07"
2016-08-09,2016092,02,13,15,23,24,29,06,299992386,"02,13,15,23,24,29+06"
2016-08-11,2016093,06,09,15,17,25,27,09,298416216,"06,09,15,17,25,27+09"
2016-08-14,2016094,06,07,10,12,18,31,10,324311584,"06,07,10,12,18,31+10"
2016-08-16,2016095,01,05,09,12,18,32,12,297413702,"01,05,09,12,18,32+12"
2016-08-18,2016096,06,13,14,21,22,24,16,296887214,"06,13,14,21,22,24+16"
2016-08-21,2016097,06,13,25,26,28,31,01,327274678,"06,13,25,26,28,31+01"
2016-08-23,2016098,02,08,25,29,31,32,06,296350008,"02,08,25,29,31,32+06"
2016-08-25,2016099,01,11,21,23,27,33,06,300016648,"01,11,21,23,27,33+06"
2016-08-28,2016100,03,10,22,23,27,29,04,335027586,"03,10,22,23,27,29+04"
2016-08-30,2016101,01,03,19,24,32,33,01,303829992,"01,03,19,24,32,33+01"
2016-09-01,2016102,05,08,10,14,17,30,13,304528374,"05,08,10,14,17,30+13"
2016-09-04,2016103,01,05,13,19,24,27,11,334526552,"01,05,13,19,24,27+11"
2016-09-06,2016104,05,09,11,18,30,31,04,304391928,"05,09,11,18,30,31+04"
2016-09-08,2016105,08,10,19,27,28,31,16,304435234,"08,10,19,27,28,31+16"
2016-09-11,2016106,04,05,13,22,25,30,04,329967722,"04,05,13,22,25,30+04"
2016-09-13,2016107,06,11,18,26,27,32,01,295842288,"06,11,18,26,27,32+01"
2016-09-15,2016108,02,03,07,08,19,26,16,278530656,"02,03,07,08,19,26+16"
2016-09-18,2016109,09,11,15,16,27,33,05,339043452,"09,11,15,16,27,33+05"
2016-09-20,2016110,05,07,28,31,32,33,08,306664040,"05,07,28,31,32,33+08"
2016-09-22,2016111,02,04,07,14,15,32,04,310894592,"02,04,07,14,15,32+04"
2016-09-25,2016112,06,12,14,15,18,25,12,339124224,"06,12,14,15,18,25+12"
2016-09-27,2016113,01,11,16,17,20,26,14,301675518,"01,11,16,17,20,26+14"
2016-09-29,2016114,05,16,20,22,27,29,09,300350554,"05,16,20,22,27,29+09"
2016-10-02,2016115,06,08,20,22,26,27,09,307770194,"06,08,20,22,26,27+09"
2016-10-04,2016116,07,18,20,23,27,31,13,268669114,"07,18,20,23,27,31+13"
2016-10-06,2016117,03,10,14,17,28,33,02,281128494,"03,10,14,17,28,33+02"
2016-10-09,2016118,09,14,22,23,31,33,14,338792784,"09,14,22,23,31,33+14"
2016-10-11,2016119,09,19,21,30,31,32,04,302415052,"09,19,21,30,31,32+04"
2016-10-13,2016120,02,05,06,21,25,28,09,309329228,"02,05,06,21,25,28+09"
2016-10-16,2016121,02,03,10,23,25,28,09,340006950,"02,03,10,23,25,28+09"
2016-10-18,2016122,15,22,23,24,28,29,08,305059324,"15,22,23,24,28,29+08"
2016-10-20,2016123,07,09,12,14,20,27,16,305299416,"07,09,12,14,20,27+16"
2016-10-23,2016124,09,15,21,24,27,32,10,370331346,"09,15,21,24,27,32+10"
2016-10-25,2016125,01,06,08,20,27,30,03,346147358,"01,06,08,20,27,30+03"
2016-10-27,2016126,02,06,12,17,18,19,10,347402822,"02,06,12,17,18,19+10"
2016-10-30,2016127,07,12,17,26,29,31,16,377635784,"07,12,17,26,29,31+16"
2016-11-01,2016128,04,09,11,17,26,27,13,346505806,"04,09,11,17,26,27+13"
2016-11-03,2016129,05,06,08,21,31,33,14,356293078,"05,06,08,21,31,33+14"
2016-11-06,2016130,03,17,21,23,27,28,01,389013348,"03,17,21,23,27,28+01"
2016-11-08,2016131,04,10,18,19,25,27,02,341425796,"04,10,18,19,25,27+02"
2016-11-10,2016132,05,08,13,19,27,28,07,349399364,"05,08,13,19,27,28+07"
2016-11-13,2016133,15,16,21,22,27,33,15,397601552,"15,16,21,22,27,33+15"
2016-11-15,2016134,11,12,13,14,18,33,13,356409344,"11,12,13,14,18,33+13"
2016-11-17,2016135,02,08,10,18,20,33,12,353219786,"02,08,10,18,20,33+12"
2016-11-20,2016136,02,07,10,20,27,29,03,396457052,"02,07,10,20,27,29+03"
2016-11-22,2016137,01,06,09,10,15,32,14,339962622,"01,06,09,10,15,32+14"
2016-11-24,2016138,07,16,20,24,25,30,07,350229764,"07,16,20,24,25,30+07"
2016-11-27,2016139,01,06,19,26,28,30,03,395456724,"01,06,19,26,28,30+03"
2016-11-29,2016140,01,02,05,17,26,32,10,360447386,"01,02,05,17,26,32+10"
2016-12-01,2016141,04,13,15,17,21,24,15,371798444,"04,13,15,17,21,24+15"
2016-12-04,2016142,01,10,17,21,23,30,12,407120242,"01,10,17,21,23,30+12"
2016-12-06,2016143,06,09,23,24,25,33,13,378923738,"06,09,23,24,25,33+13"
2016-12-08,2016144,04,10,12,27,32,33,05,372346108,"04,10,12,27,32,33+05"
2016-12-11,2016145,01,03,07,12,19,20,06,398955964,"01,03,07,12,19,20+06"
2016-12-13,2016146,03,07,15,16,17,23,10,344859752,"03,07,15,16,17,23+10"
2016-12-15,2016147,04,14,18,28,31,32,12,341474648,"04,14,18,28,31,32+12"
2016-12-18,2016148,01,02,11,20,26,30,14,381634232,"01,02,11,20,26,30+14"
2016-12-20,2016149,03,20,23,26,32,33,07,342258704,"03,20,23,26,32,33+07"
2016-12-22,2016150,02,04,05,09,13,21,05,350741078,"02,04,05,09,13,21+05"
2016-12-25,2016151,06,11,16,20,22,33,07,375311070,"06,11,16,20,22,33+07"
2016-12-27,2016152,02,08,09,16,20,22,07,338973816,"02,08,09,16,20,22+07"
2016-12-29,2016153,07,09,16,24,25,29,06,342438226,"07,09,16,24,25,29+06"
2017-01-01,2017001,09,11,14,20,25,26,15,376155592,"09,11,14,20,25,26+15"
2017-01-03,2017002,15,19,23,24,25,32,03,333473696,"15,19,23,24,25,32+03"
2017-01-05,2017003,01,04,08,15,27,32,16,328263696,"01,04,08,15,27,32+16"
2017-01-08,2017004,05,13,17,26,27,30,07,361243290,"05,13,17,26,27,30+07"
2017-01-10,2017005,06,11,12,22,23,30,05,328457210,"06,11,12,22,23,30+05"
2017-01-12,2017006,02,04,08,26,29,33,08,327823184,"02,04,08,26,29,33+08"
2017-01-15,2017007,02,04,05,24,26,33,15,358098002,"02,04,05,24,26,33+15"
